inventor_id,name,country
fl:ru_ln:ma-55,Ruilong Ma,CN
fl:vi_ln:shah-50,Vineet Shah,US
fl:sa_ln:steenblock-1,Sarah J. Steenblock,US
fl:ar_ln:madanoglu-1,Arif Madanoglu,TR
fl:cl_ln:jarvis-3,Clifford L. Jarvis,US
fl:xi_ln:lin-196,Xiaohong Lin,CN
fl:he_ln:qiu-4,Heng Qiu,TW
fl:ru_ln:luo-19,Rui Luo,US
fl:ch_ln:gu-76,Chuanlong Gu,US
fl:gu_ln:vidal-2,Guillermo Matias Vidal,US
fl:ja_ln:lehtimaki-1,Jarmo Lehtimäki,FI
fl:ga_ln:sifuentes-1,Gandhi B. Sifuentes,US
fl:qi_ln:wang-409,Qiaoxiao Wang,US
fl:xu_ln:yang-88,Xue Yang,CN
fl:to_ln:thompson-18,Tommy E. Thompson,US
fl:ni_ln:wersal-1,Nicholas J. Wersal,US
fl:ro_ln:trudnak-1,Robert Trudnak,US
fl:mi_ln:zhang-145,Minmin Zhang,CN
fl:ul_ln:paul-1,Ulrich Paul,DE
fl:si_ln:chan-27,Siu Lai Chan,US
7viel0gqqmnz2tjqlqyff7z7w,Anna Peterson Macsalka,US
fl:da_ln:beck-7,David P. Beck,US
fl:ji_ln:lin-439,Jie Lin,CN
fl:ni_ln:tonti-2,Nick Tonti,US
fl:si_ln:terry-1,Simon Terry,AU
fl:da_ln:brown-122,Daniel Richard L. Brown,US
fl:ja_ln:jo-28,Jaeyoung Jo,KR
fl:de_ln:ge-3,Dehua Ge,CN
fl:fr_ln:aidehag-1,Fredrik Aidehag,SE
fl:zh_ln:yu-207,Zhan'ao Yu,US
fl:jo_ln:speight-4,John Speight,US
fl:lo_ln:fenech-2,Lou Fenech,US
fl:da_ln:hine-3,David J. Hine,US
fl:ja_ln:miller-134,Jackie Miller,US
fl:bi_ln:watson-5,Billy Watson,US
fl:do_ln:bornhorst-1,Douglas M. Bornhorst,US
fl:bi_ln:zheng-3,Bing Zheng,US
fl:ch_ln:rizzo-2,Charles Rizzo,US
7vlptyxxmnnpgtb0ie1ofcnt0,Ryosuke Kogi,UG
fl:de_ln:leyssene-1,Delphine Leyssene,GB
fl:fe_ln:cais-1,Federico Cais,US
fl:de_ln:long-2,Dean J. Long,US
fl:da_ln:kanning-1,David Kanning,US
fl:li_ln:markfield-1,Linda Markfield,US
fl:ro_ln:garzasustaita-1,Rogelio Garza Sustaita,MX
fl:jo_ln:jiang-17,Johnathon Jiang,US
fl:mi_ln:benson-3,Michael Thomas Benson,US
fl:ei_ln:shima-1,Eiji Shima,JP
fl:ky_ln:choo-6,Kyoseop Choo,KR
fl:la_ln:weng-2,Lang Weng,CN
fl:da_ln:halstead-3,David Halstead,US
fl:na_ln:schultz-5,Nathan W. Schultz,US
fl:ch_ln:huang-70,Chang Lu Huang,TW
fl:si_ln:roberts-2,Simon P. Roberts,US
fl:ch_ln:masterson-3,Christopher Masterson,US
fl:ra_ln:chugh-2,Ravi Chugh,US
fl:sh_ln:lu-308,Shunguo Lu,US
fl:er_ln:lintula-1,Eric Lintula,US
fl:ba_ln:miller-19,Baylee Miller,US
fl:ra_ln:gabbay-2,Raphael Gabbay,IL
fl:li_ln:yue-10,Lin Yue,US
fl:zh_ln:li-626,Zhenlin Li,US
fl:ph_ln:proehs-1,Philippe Joseph Willy Proehs,LU
fl:yu_ln:kitagawara-2,Yukari Kitagawara,JP
fl:gu_ln:zeng-56,Guomei Zeng,CN
fl:yu_ln:zhang-220,Yu Zhang,CN
fl:am_ln:karni-1,Amnon Karni,US
fl:bi_ln:yan-23,Bin Yan,US
fl:ma_ln:willot-1,Matthieu WILLOT,US
fl:qi_ln:wang-14,Qiyu Wang,CN
fl:he_ln:jahns-1,Henner Jahns,US
fl:ka_ln:huang-104,Kangli Huang,US
fl:ja_ln:broderick-7,Jane Broderick,US
fl:gr_ln:hawk-1,Grant W. Hawk,US
fl:fr_ln:yenshaw-1,Frank Yenshaw,US
fl:ho_ln:tang-71,Housheng Tang,US
fl:pe_ln:dominguez-2,Pedro Dominguez,US
fl:er_ln:miller-18,Eric A. Miller,US
fl:xi_ln:zhang-398,Xiyu Zhang,CN
fl:xi_ln:zhang-425,Xiangrong Zhang,CN
fl:ke_ln:luna-1,Kenneth Luna,US
fl:ki_ln:ambilpur-1,Kiran Ambilpur,US
fl:sh_ln:escobar-1,Shelly Escobar,US
fl:gu_ln:zhang-220,Guiping Zhang,CN
fl:wa_ln:lim-2,Way Chet Lim,US
fl:gl_ln:kuznetsov-1,Gleb Kuznetsov,US
fl:yo_ln:tanigawa-1,Yoshinori Tanigawa,JP
fl:da_ln:heidrich-1,Daniel Heidrich,US
fl:tu_ln:brown-2,Tucker P. Brown,US
fl:ma_ln:friefeld-1,Max Friefeld,US
fl:ry_ln:salow-1,Ryan Salow,US
fl:jo_ln:mccrorey-1,John A. McCrorey,US
fl:ke_ln:nakamura-13,Keiichirou Nakamura,JP
7vvwqjyf12w7o72tqjebdfop4,Francois-Michel Thiry,US
fl:an_ln:guy-1,Andrew Guy,US
fl:an_ln:gorchetchnikov-1,Anatoli Gorchetchnikov,US
fl:st_ln:pattison-1,Steven Pattison,GB
fl:ti_ln:jebara-1,Timothy Jebara,US
fl:ha_ln:zhu-57,Haixin Zhu,US
fl:de_ln:king-19,Derek King,US
fl:gr_ln:hulan-2,Gregory T. Hulan,US
fl:ky_ln:kim-629,Kyungseop Kim,KR
fl:st_ln:blanks-3,Steve Blanks,GB
fl:th_ln:williams-38,Thomas Williams,US
fl:ev_ln:demkiw-1,Evan Demkiw,US
fl:ch_ln:augustyn-1,Christina Augustyn,US
fl:el_ln:chon-1,Elizabeth Chon,US
fl:ja_ln:waters-9,James R. Waters,US
fl:zo_ln:zhanye-1,Zong Zhanye,CN
fl:ma_ln:janusek-1,Mark A. Janusek,US
7w0d2ntlupwlgpocuxtb11b29,Evan Stremke,US
fl:da_ln:bai-5,Dandan Bai,CN
fl:fr_ln:fernandezhuerta-1,Francisco Javier Fernandez Huerta,US
fl:re_ln:ozer-1,Reuven Ozer,IL
fl:pa_ln:tetreault-2,Patrick Tétreault,US
fl:we_ln:huang-108,Wei-Chia Huang,TW
fl:si_ln:consentino-1,Silvio Consentino,US
fl:hi_ln:usuda-2,Hideaki Usuda,JP
fl:pa_ln:zhang-7,Panpan Zhang,CN
fl:qu_ln:dai-8,Quanqin Dai,US
fl:an_ln:theaker-1,Antony James THEAKER,GB
fl:ni_ln:banwaskar-3,Nikhil Banwaskar,CN
fl:mu_ln:kalkan-2,Mücahit Kalkan,US
fl:ma_ln:sumiyoshi-4,Masanori Sumiyoshi,JP
fl:ch_ln:liu-1186,Chenghong Liu,CN
fl:jo_ln:neill-5,John Neill,GB
fl:de_ln:russo-2,Deanna Russo,US
fl:na_ln:pearlman-1,Nadiya Pearlman,US
fl:ja_ln:gott-1,Janice Gott,US
fl:jo_ln:buscema-1,Johnny Buscema,US
fl:er_ln:wang-4,Eric Weijia Wang,US
fl:la_ln:pelissier-1,Laurent Pelissier,CA
fl:ta_ln:iesaki-1,Takashi IESAKI,JP
fl:zi_ln:zhao-58,Zixian Zhao,US
fl:pr_ln:kurmaraju-1,Prakash Kurma Raju,IN
fl:xi_ln:qiu-69,Xianming Qiu,CN
fl:em_ln:tersch-1,Emanuela Tersch,IT
fl:mi_ln:plunkett-1,Mike Plunkett,US
fl:ca_ln:nakasone-1,Cass K Nakasone,US
fl:mi_ln:lei-15,Ming Lei,CN
fl:to_ln:bucher-2,Todd Bucher,US
fl:wi_ln:cobb-6,"William T. Cobb, Jr.",US
fl:jo_ln:shapiro-12,Jody Shapiro,US
fl:do_ln:li-49,Dongyang Li,US
fl:li_ln:xiaoshan-1,Li Xiaoshan,CN
fl:sh_ln:kosaka-8,Shigeki Kosaka,JP
fl:ca_ln:hunter-10,Caleb Hunter,US
fl:ch_ln:preston-4,Charles Leon Preston,US
fl:fr_ln:canesilissoni-1,Francesco Canesi Lissoni,IT
fl:vi_ln:laagland-1,Vincent Laagland,NL
fl:ma_ln:mazzeo-2,Martin Mazzeo,DE
fl:qi_ln:guo-111,Qiang Guo,US
fl:la_ln:karik-1,Laura Karik,CA
fl:en_ln:liang-6,Enquan Liang,CN
fl:ta_ln:gronros-1,Tapio Grönros,FI
fl:gr_ln:wallgren-2,Gregory Ken Wallgren,US
fl:ch_ln:lovell-5,Charles C. Lovell,US
fl:li_ln:chen-432,Lingzhong Chen,US
fl:ro_ln:scott-66,"Roy W. Scott, Jr.",US
fl:da_ln:watola-1,Darius Watola,DE
fl:st_ln:imes-1,Stephen Imes,US
fl:sh_ln:zhao-261,Shuncheng Zhao,CN
fl:da_ln:li-161,Daxing Li,US
fl:ma_ln:everett-7,Matthew J. Everett,US
fl:ma_ln:smith-117,Matthew Smith,US
7welc1lwlwlrp9o2typk4ft68,Brandon J Ambris,US
fl:da_ln:slocum-1,Daryl B. Slocum,US
fl:co_ln:marshall-3,Collin Marshall,US
fl:je_ln:park-292,Jeonguk PARK,KR
fl:ne_ln:white-3,Neil Stephen White,GB
fl:ha_ln:wu-26,Haicheng Wu,US
fl:hy_ln:choi-105,Hyung Jin Choi,US
fl:br_ln:miura-1,Britt S. Miura,US
fl:ry_ln:pauly-1,Ryan Pauly,US
fl:am_ln:chaffee-1,Amanda Nichole Chaffee,US
fl:er_ln:lemieux-3,Erin-Anne Lemieux,US
fl:gu_ln:fang-12,Guowei Fang,CN
fl:vi_ln:spielmann-2,Victoria A. Spielmann,US
7wgg5tod4zpxz1571bkalft6r,Dhruva Bhaswar,US
fl:fr_ln:mancoff-1,Frederick Mancoff,US
fl:ma_ln:lebeau-2,Mark LeBeau,US
fl:ni_ln:welander-1,Nicholas Welander,US
fl:cr_ln:zacheis-1,Craig Zacheis,US
fl:gu_ln:li-290,Guojun Li,US
fl:am_ln:levanon-2,Amir LEVANON,IL
fl:ro_ln:ball-9,Robert J. Ball,US
fl:em_ln:rydahl-1,Emma Rydahl,SE
7wj9gtjymik0yqir13ec57k69,Fernando Rojas-Vizcaya,ES
fl:ji_ln:feng-177,Jibin Feng,US
fl:ry_ln:engle-1,Ryan Engle,US
fl:ch_ln:yin-116,Chia Chieh Yin,US
fl:sh_ln:shi-151,Shujuan Shi,US
fl:mi_ln:knee-1,Michael James Knee,DE
fl:ba_ln:xie-12,Bangxing Xie,CN
fl:by_ln:you-1,Byeung Il You,KR
fl:ko_ln:miyamoto-6,Koji Miyamoto,JP
fl:jo_ln:guerizec-1,Johann Guerizec,US
fl:sh_ln:loh-2,Shung Yat Loh,US
fl:am_ln:verma-3,Amit Verma,US
7wnh5ignus123upxk4qepcywz,Dirk Einspänner,DE
fl:zi_ln:zhao-47,Zifeng Zhao,CN
7wnz0qw5jye8w8eqffuv2sxrb,Candice Petrovic,CA
fl:ju_ln:yang-191,Junyan Yang,CN
fl:aa_ln:mckay-3,Aaron McKay,US
7wpgya4253sw2daf64fmev9sn,Gina Marie Napoli,US
fl:mi_ln:duan-10,Min Duan,CN
fl:li_ln:wang-345,Limin Wang,CN
fl:th_ln:mitchell-11,Thomas Mitchell,US
fl:al_ln:puggelli-1,Alberto Alessandro Angelo Puggelli,US
fl:ks_ln:gasic-1,Ksenija Gasic,US
fl:fr_ln:vialard-1,François Vialard,FR
fl:mi_ln:ryan-21,Michael Ryan,US
fl:hu_ln:yu-64,Huiyu Yu,US
7wrf10sncyw0i0q1cw0h2gghm,DeAngi Tsai Partovi,US
fl:sh_ln:pan-131,Shibing Pan,CN
fl:we_ln:nivala-1,Wen Cing-Yan Nivala,GB
fl:sa_ln:ruckewold-1,Sandra Rückewold,US
fl:so_ln:loh-3,Soy Lee Loh,US
fl:da_ln:lee-185,David J. Lee,US
fl:ry_ln:kinugawa-1,Ryosuke Kinugawa,JP
fl:ke_ln:wenger-1,Kevin S. Wenger,US
fl:he_ln:wulf-2,Henry Wulf,DE
fl:xu_ln:tao-14,Xueguang Tao,US
fl:yu_ln:zhang-91,Yuzhong Zhang,CN
fl:jo_ln:medlej-1,Joumana Marie Medlej,GB
fl:li_ln:chuang-17,Lien Hao Chuang,TW
fl:fr_ln:smidler-1,Francis S. Smidler,US
fl:je_ln:revoltar-1,Jennifer Revoltar,US
fl:pe_ln:wang-34,Pengyun Wang,CN
fl:wo_ln:grychowicz-1,Wojciech Grychowicz,US
7wvtis24tq1b189ypegurltgs,José René Romualdo Arce,MX
fl:ch_ln:lebor-1,Christy L. Lebor,US
fl:ge_ln:sago-1,Genki SAGO,JP
fl:ka_ln:zhou-35,Kaiyao Zhou,US
fl:bi_ln:pan-8,Binchao Pan,US
fl:gl_ln:morris-1,Glen Morris,US
fl:br_ln:riggs-3,Bruce K. Riggs,US
fl:je_ln:garot-1,Jerome Michael Garot,NL
fl:ku_ln:yamasaki-7,Kunitoshi Yamasaki,JP
fl:sa_ln:andre-2,Samantha Andre,US
fl:aa_ln:kauffmann-1,Aaron Kauffmann,US
fl:ri_ln:remmes-1,Richard Remmes,US
7wzj3lfujfy1fze63k9ilqqoe,Elizabeth Schwenner,US
fl:ge_ln:vasudevan-1,Geethakrishnan Vasudevan,US
fl:la_ln:liu-42,Lanying Liu,CN
fl:bi_ln:gong-7,Binwu Gong,CN
fl:ho_ln:li-89,Hongfeng Li,US
fl:ma_ln:fisher-7,Mark S. Fisher,US
fl:mi_ln:chamness-1,Mike Chamness,US
fl:me_ln:jiang-39,Mengxia Jiang,US
fl:we_ln:chen-155,Wei-Chin Chen,TW
fl:da_ln:tang-51,Davinia Elaine Tang,US
fl:hu_ln:chi-11,Hui Chi,CN
fl:th_ln:gayno-1,Thomas Gayno,US
fl:br_ln:hagerty-1,Brooke A. Hagerty,US
fl:sh_ln:lai-46,Shyh-Jen Lai,TW
fl:xi_ln:chen-522,Xiaofeng Chen,CN
fl:fa_ln:tang-15,Fanwei Tang,US
fl:pe_ln:gartler-1,Petrus Gartler,AT
7x3kz1hm4dljn3u3bmnusizzu,Chanir Valentina Duque,US
fl:mi_ln:smith-82,Michael R. Smith,US
fl:ha_ln:liang-74,Haining Liang,US
7x40vze6ctbzzkr65cvmw8xi9,Ruth Fermin,US
fl:ma_ln:brandt-23,Mauricio Brandt,GB
fl:ja_ln:lee-130,Jae Chul Lee,KR
fl:ma_ln:preston-7,Maggie Catherine Preston,US
fl:hi_ln:noguchi-15,Hiroshi Noguchi,JP
fl:da_ln:herreravazquez-1,Daniel Herrera Vazquez,US
fl:fr_ln:costacurta-1,Francesco Costacurta,US
fl:je_ln:kruska-1,Jesse S. Kruska,US
fl:ry_ln:richie-1,Ryan Richie,US
fl:em_ln:spork-1,Emil Gram Spork,US
fl:an_ln:haug-2,Andreas Haug,DE
fl:ti_ln:querrey-1,Timothy L. Querrey,US
fl:fa_ln:haque-6,Fazilatun Haque,US
fl:ch_ln:lynch-20,Chris Lynch,US
fl:th_ln:ridley-1,Thomas Douglas Ridley,GB
fl:ri_ln:briscoe-2,Rima George Briscoe,US
fl:ch_ln:krogue-1,Christine Krogue,US
fl:ni_ln:friend-1,Nikole Fey Friend,US
fl:ro_ln:kellermann-1,Robert Finch Kellermann,US
fl:an_ln:stokes-7,Andrew Stokes,US
fl:ka_ln:zhou-31,Kai Zhou,CN
fl:ra_ln:parihar-2,Ravindra Parihar,US
fl:ha_ln:choi-109,Hae-Yong Choi,KR
fl:li_ln:fang-50,Liwu Fang,US
fl:ba_ln:gu-6,Baokai Gu,US
fl:bi_ln:windle-1,Bill Windle,US
fl:ji_ln:tan-137,Jie Tan,CN
fl:pi_ln:hamel-4,Pierre Hamel,US
fl:lu_ln:junior-3,Luiz Antônio Saska Junior,BR
fl:hi_ln:fujiie-1,Hisasada Fujiie,JP
fl:as_ln:thiruvengadam-1,Aswin Thiruvengadam,US
fl:an_ln:mcgrath-1,Anthony James McGrath,US
fl:al_ln:podbelsek-1,Alix Rose Podbelsek,US
fl:br_ln:stachowski-2,Breanna Stachowski,US
fl:yu_ln:yang-269,Yuanyuan Yang,US
fl:zh_ln:chen-420,Zhen Chen,US
fl:ry_ln:essenburg-1,Ryan J. Essenburg,US
fl:ch_ln:liu-1458,Chaoyong Liu,CN
fl:ar_ln:gorty-1,Aryan. S. Gorty,US
fl:hu_ln:wang-419,Hudson Wang,US
fl:me_ln:cai-15,Mengfeng Cai,CN
fl:er_ln:johnson-35,Eric Johnson,US
fl:be_ln:kander-1,Benjamin Kander,US
fl:sa_ln:o'donahue-2,Samuel Dominic O'Donahue,US
fl:ro_ln:wyatt-2,Roland Jeffrey Wyatt,US
fl:ju_ln:moncada-1,Juan Moncada,US
7xez1nwjycomzi1oukamw6awy,Aaron Arcello,US
fl:si_ln:pfaffmann-1,Simon Pfaffmann,DE
fl:da_ln:gapp-1,Dale Gapp,US
fl:ma_ln:kehoe-5,Martin Kehoe,CA
fl:ch_ln:jing-24,Chao Jing,US
fl:in_ln:schulten-1,Ingolf Schulten,US
fl:ma_ln:meister-10,Mary Meister,US
fl:ra_ln:degeyter-1,Raf Gustaaf Alfons De Geyter,BE
7xh17eflcmxcqs1bw2qdl9gpl,Vincent DeAngelo,US
7xhgif2b5we05wnrrer9yypaf,Katalin Revy-Staveley,US
fl:te_ln:evan-1,Teresa Ruza Evan,US
fl:sv_ln:bruckmann-1,Sven Bruckmann,US
fl:ro_ln:parambathkandiabdulhakkim-1,Roshan Ali Hakkim Parambathkandi Abdulhakkim,NL
fl:ch_ln:feng-167,Changrui Feng,CN
fl:pa_ln:moruzzi-2,Paolo Moruzzi,US
fl:ro_ln:souza-3,Roman A. Souza,US
fl:xu_ln:shi-42,Xusheng Shi,US
fl:ja_ln:powers-6,James Joseph Powers,US
fl:ro_ln:caven-2,Robin Caven,FI
fl:zh_ln:gong-51,Zhisen Gong,CN
fl:hi_ln:ueda-62,Hiroaki Ueda,JP
fl:ka_ln:thompson-23,Kara Thompson,US
fl:ma_ln:farrow-3,Mary Farrow,US
fl:ma_ln:kosaka-8,Masayuki Kosaka,US
fl:ch_ln:guan-34,Chengshan Guan,US
fl:ya_ln:keyaki-1,Yasuyuki Keyaki,JP
fl:ya_ln:jin-44,Yang Jin,US
fl:lo_ln:defabribeckers-1,Louis De Fabribeckers,IT
fl:ji_ln:wei-205,Jialong Wei,US
fl:sa_ln:cvek-2,Sava Cvek,US
fl:ha_ln:ye-67,Han Ye,US
fl:ma_ln:katrantzou-2,Maria Katrantzou,GB
fl:ju_ln:chen-259,Jun Chen,CN
fl:ro_ln:ochs-1,Rob Ochs,US
fl:vi_ln:shekhawat-1,Vipul Shekhawat,US
7xm78hkk557it9fuzyk7my3rl,August Cope Joffe,US
fl:yu_ln:liu-489,Yuqing Liu,CN
fl:da_ln:hu-43,Daxiang Hu,CN
7xmj0yid415endxxcgl5h782l,Buzhi Weng,CN
fl:pe_ln:li-140,Peidong Li,CN
fl:gu_ln:guo-70,Guoqing Guo,CN
fl:yi_ln:liu-228,Yigang Liu,CN
fl:fu_ln:lan-3,Fuan Lan,CN
fl:ma_ln:bull-5,Marc Bull,GB
fl:he_ln:konig-6,Helmut Konig,AT
fl:re_ln:buter-1,René Joachim Buter,NL
fl:ya_ln:huang-104,Yanping Huang,US
fl:ch_ln:zan-1,Chong Zan,US
fl:ja_ln:carson-17,Jack Carson,US
fl:go_ln:chen-27,Gongping Chen,US
fl:ad_ln:nowicki-1,Adam Nowicki,SE
fl:el_ln:shane-1,Elissa J. SHANE,US
fl:es_ln:nakstad-1,Espen Rostrup Nakstad,NO
fl:ch_ln:le-4,Christina Le,AU
fl:je_ln:weaver-13,Jeremiah Weaver,US
fl:yu_ln:zheng-176,Yu Zheng,CN
fl:an_ln:sundblad-1,Andrew Sundblad,US
7xr8qm7uax8y10rs7in5rl9xt,Dakota Fahrenwald,US
fl:sa_ln:o'donahue-1,Sam O'Donahue,US
fl:mi_ln:aplin-2,Michael Edwin Aplin,US
fl:sy_ln:fradin-1,Sylvain Patrice Dominique Fradin,CH
fl:xi_ln:luo-203,Xingxing Luo,US
fl:ma_ln:hastings-9,Mark Hastings,US
fl:em_ln:wild-1,Emanuel Wild,AT
fl:ga_ln:chu-2,Gary Chu,US
fl:pa_ln:yi-3,Pan Yi,US
7xuiff4gd15xkqstac0b7xur7,Nibal Hijazi,BE
fl:ju_ln:salmela-1,Juha K. Salmela,US
fl:su_ln:lee-308,Sungwon Lee,KR
fl:pe_ln:xia-17,Peili Xia,CN
fl:he_ln:cardozo-1,Hernán Sartorio Cardozo,UY
fl:no_ln:kato-5,Norio Kato,JP
fl:da_ln:hu-30,Dandan Hu,CN
7xvhrg2je1s3eccwihrjumkxk,Damien Escaravage,FR
fl:ge_ln:kloster-3,Georg Kloster,DE
fl:zh_ln:huang-361,Zhongci Huang,CN
fl:ni_ln:fowler-3,Nicholas Fowler,US
fl:ka_ln:atkins-2,Katherine M. Atkins,US
fl:me_ln:morgan-4,Merrick Seymour Morgan,US
7xwaw6abw1xhgs5kq8swpfjky,Liu Yaoqin,US
fl:ke_ln:shelton-3,Keith Shelton,US
fl:da_ln:brammer-1,David Allan Brammer,US
fl:aa_ln:misener-1,Aaron Misener,US
fl:sh_ln:naka-18,Shinsuke Naka,JP
fl:er_ln:nagel-5,Erik Nagel,DE
7xz6nlxl9exhu5k9y02ox64ep,Richard Darcy,GB
fl:ki_ln:katayama-2,Kinue Katayama,JP
fl:eu_ln:seo-42,Eun-Suk Seo,US
fl:ja_ln:grainger-4,Jacob Thomas Grainger,AU
fl:ta_ln:sung-13,Taehyun Sung,KR
fl:co_ln:pillarella-1,Corinne Pillarella,US
fl:xi_ln:lan-42,Xili Lan,US
fl:di_ln:scherer-2,Dieter Scherer,CH
fl:yi_ln:zheng-36,Yixin Zheng,CN
fl:ch_ln:lee-2332,Chulbae LEE,KR
7y0x2z336zd5vdjohku68442b,Sámuel Schaffhauser,US
fl:al_ln:macgregor-5,Alasdair MacGregor,US
fl:sa_ln:goodall-1,Samuel Goodall,AU
fl:je_ln:worones-2,Jeffrey Worones,US
fl:li_ln:hogan-1,Lizabeth Hogan,US
fl:yu_ln:ma-141,Yuechao Ma,US
fl:so_ln:zheng-15,Songxi Zheng,CN
fl:ma_ln:shen-18,Mao Shen,CN
fl:is_ln:ovacik-1,Ismail Ovacik,SE
fl:qi_ln:chen-259,Qiaorong Chen,CN
fl:ja_ln:guo-17,Jax Guo,CN
fl:to_ln:hsiung-1,Tong-Shen Hsiung,TW
fl:ch_ln:chung-106,Chao-Lin CHUNG,TW
fl:wi_ln:solomon-2,William J. Solomon,US
fl:mi_ln:olsson-1,Mikael Olsson,SE
fl:sh_ln:chen-303,Shu-Fen Chen,CN
fl:jo_ln:buehrer-1,Joshua M. Buehrer,US
fl:qi_ln:yao-47,Qidian Yao,CN
fl:ge_ln:kassa-1,Getachew Kassa,US
fl:ma_ln:bueno-1,Marcio Luiz De Oliveira Bueno,BR
fl:da_ln:singer-7,David Singer,US
fl:ro_ln:young-17,Robert C. Young,US
fl:ka_ln:jones-31,Karl Jones,GB
fl:hu_ln:lu-91,Huiqun Lu,CN
fl:ri_ln:cook-16,Richard Cook,US
7y6neq3mer6mazvyoiy6lwcnt,Delia Smalter,US
fl:ba_ln:crawford-2,Bailey James Crawford,US
fl:da_ln:klein-23,David Klein,US
fl:ro_ln:pape-2,Robert A. Pape,US
fl:xi_ln:shi-12,Xinhu Shi,US
fl:we_ln:xia-36,Wei Xia,JP
fl:ar_ln:taillard-1,Arthur Taillard,BE
fl:hu_ln:wang-398,Huanhuan Wang,US
fl:gy_ln:kim-90,Gyu-Chual Kim,KR
fl:yu_ln:xu-89,Yuebin XU,US
fl:om_ln:hochberg-2,Omer Hochberg,IL
7y8qlbqp43inn4kq918suvhts,Ken Lisse,US
fl:su_ln:chen-12,Suzhi Chen,CN
fl:lu_ln:decuntocostanzo-1,Lucas de Cunto Costanzo,BR
fl:kw_ln:lee-262,Kwangchan Lee,KR
fl:da_ln:keithlucas-1,Darwin Keith-Lucas,US
fl:up_ln:babbar-1,Uppinder Singh Babbar,US
fl:ma_ln:cooper-8,Martin R. Cooper,US
fl:ao_ln:yan-1,Aoxue Yan,CN
fl:al_ln:busch-3,Allyson Busch,US
fl:pe_ln:hsu-54,Pei-Yu Hsu,TW
fl:st_ln:leimer-1,Stefan Leimer,US
fl:ky_ln:lee-95,Kyung Min Lee,KR
fl:da_ln:tscholl-1,David Tscholl,CH
fl:po_ln:chen-71,Po-Yen Chen,TW
fl:za_ln:omohundro-1,Zachary Meyer Omohundro,US
fl:ma_ln:mandeville-2,Mark Mandeville,US
7ydm8tbg6prnuvsto0961bty9,Kurt Eva,DE
fl:su_ln:zhang-22,Sumei Zhang,CN
fl:sh_ln:yura-4,Shinobusa Yura,JP
fl:ma_ln:zelaya-1,Mario Zelaya,CA
fl:da_ln:mcintyre-14,David J. McIntyre,CA
fl:da_ln:allen-47,David B. Allen,US
fl:ja_ln:houde-1,Jacques Houde,CA
fl:ma_ln:takahashi-85,Makoto Takahashi,US
fl:el_ln:bacharach-1,Eliahu Bacharach,US
fl:ke_ln:conaway-1,Kevin Conaway,US
fl:ma_ln:frater-2,Maalkum Frater,CA
fl:li_ln:yang-66,Liting Yang,US
fl:ji_ln:lan-36,Jiefei Lan,CN
7yhmsxzvj2x4h5fsa5tgejc9v,Julia Milmore,US
fl:sh_ln:yan-47,Shilei Yan,CN
fl:wi_ln:hemeyer-1,William Hemeyer,US
fl:zi_ln:li-103,Ziman Li,US
fl:th_ln:hendry-1,Thomas G. Hendry,US
fl:jo_ln:snavely-1,John Snavely,US
fl:ja_ln:wohlstadter-1,Jacob N. Wohlstadter,US
fl:ke_ln:mccardle-1,Kevin McCardle,US
fl:ce_ln:memisoglu-1,Celal Memisoglu,US
fl:ri_ln:hyppa-1,Richard G Hyppa,US
fl:he_ln:zhang-51,Heng Zhang,US
fl:da_ln:ye-3,Danwei Ye,US
fl:kr_ln:fotev-1,Krassimir Fotev,US
fl:st_ln:wilcox-2,Steven D. Wilcox,US
fl:ry_ln:kayakabe-1,Ryouichi Kayakabe,JP
7yl1rrn2c6j9zgvieu9dasyhp,Kristen Justine Laciak,CA
fl:an_ln:guerrera-1,Angelo Guerrera,AU
fl:va_ln:johnson-7,Van Johnson,US
fl:ho_ln:ding-17,Hongyu Ding,CN
fl:we_ln:wang-575,Wenmin Wang,CN
fl:er_ln:mcfadyen-1,Eric Michael McFadyen,US
fl:an_ln:sharpe-6,Antony Sharpe,GB
fl:ma_ln:markova-3,Mayya Markova,DE
fl:ja_ln:paiho-1,Janne PAIHO,US
fl:yu_ln:lin-253,Yu-Hsiang Lin,TW
fl:iv_ln:reissilva-1,Ivan Lucas Reis Silva,BR
fl:ja_ln:wiggins-16,Jamie Southern Wiggins,US
fl:al_ln:vercruyssen-1,Alec Vercruyssen,BE
fl:iq_ln:sharif-1,Iqbal Sharif,GB
fl:er_ln:holden-1,Eric Holden,US
fl:ch_ln:peng-108,Chaojun Peng,US
fl:na_ln:shahid-1,Naveed Shahid,IN
fl:jo_ln:wallace-40,Jon W. Wallace,US
fl:co_ln:alexander-1,Colin R. Alexander,US
fl:je_ln:loubinoux-1,Jean Loubinoux,CN
fl:ju_ln:zhou-43,Jun Zhou,CN
fl:qi_ln:li-384,Qiancai Li,US
fl:na_ln:khani-1,Navid Khani,DE
fl:he_ln:tian-8,Heli Tian,CN
fl:jo_ln:barfurth-1,Jörg Ulrich Barfurth,US
fl:pa_ln:claeys-1,Patrick Claeys,US
fl:to_ln:king-15,Toussaint King,US
fl:vl_ln:belozerova-1,Vladlena Belozerova,US
fl:am_ln:lennartz-1,Amanda H. Lennartz,US
fl:fl_ln:haettich-1,Florian Haettich,DE
fl:mi_ln:wirjatmo-1,Michel Budi Wirjatmo,ID
